Rank,Image,Part ID,Part Name,# Colors,# Pieces,Blender Dimensions
564,,64648,"Animal, Fish [Anti-Stud Mouth]",6,169,"(0.1502, 0.609, 0.2549)"
565,,24375,Rubber Technic Tread Attachment,2,168,"(0.18, 0.18, 0.14)"
566,,11618,"Headwear Accessory Bow with Heart, Long Ribbon and Pin",5,166,"(0.2834, 0.2412, 0.116)"
567,,53585,Technic Ball Joint with Through Axle Hole,1,165,"(0.2562, 0.2562, 0.1875)"
568,,43045,Hinge Plate 2 x 4 with Pin Hole with 2 Holes – Top,4,165,"(0.4, 0.9, 0.24)"
569,,4590,Plate Special 1 x 4 Offset,6,164,"(0.76, 0.28, 0.2)"
570,,19220,"Equipment Radio [Extended Handle, Expanded Speaker Grille]",3,163,"(0.28, 0.12, 0.75)"
571,,95344,Bucket 1 x 1 x 1 Handle,5,163,"(0.32, 0.08, 0.251)"
572,,25375,Tassel with 1 x 1 Round Stud,2,162,"(0.0, 0.0, 0.0)"
573,,57909,"Technic Brick Modified 2 x 2 with Ball and Axle Hole, with 6 Holes in Ball",3,162,"(0.7281, 0.4, 0.28)"
574,,90258,Brick Special 2 x 2 with Grooves and Axle Hole,2,161,"(0.4, 0.4, 0.28)"
575,,10884,"Plant, Leaves 6 x 5 Swordleaf with Clip  (thick open O clip)",6,159,"(1.1344, 1.1964, 0.3354)"
576,,48169,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Socket",4,159,"(0.64, 0.4, 0.2805)"
577,,39789,Brick Special 2 x 4 with 3 Axle Holes,6,158,"(0.8, 0.4, 0.28)"
578,,2447,Headwear Accessory Visor For Standard Helmet,5,158,"(0.34, 0.24, 0.1683)"
579,,4175,Plate Special 1 x 2 with Ladder,9,158,"(0.4, 0.28, 0.52)"
580,,3743,Technic Gear Rack 1 x 4,3,157,"(0.8, 0.2, 0.14)"
581,,73825,Bracket 1 x 1 – 1 x 2 Inverted,10,156,"(0.2, 0.28, 0.4)"
582,,30663,"Steering Wheel Small, 2 x 2 [Reinforced]",2,154,"(0.4, 0.4, 0.16)"
583,,3960,Dish 4 x 4 Inverted [Radar],14,154,"(0.8, 0.8, 0.2)"
584,,4006,Tool Screwdriver and Spanner / Wrench,3,152,"(0.08, 0.1794, 0.7233)"
585,,76766,Bracket 5 x 2 x 2 1/3,5,152,"(0.4, 1.0, 0.6)"
586,,28870,Ornament with Bar,8,152,"(0.1199, 0.8624, 0.4125)"
587,,61780,Container Box 2 x 2 x 2 – Top Opening,4,151,"(0.4, 0.4, 0.52)"
588,,70681,Brick Curved 3 x 1 with 2/3 Inverted Cutout,6,151,"(0.2, 0.6, 0.28)"
589,,52501,Slope Inverted 45┬░ 6 x 1 Double with 1 x 4 Cutout,7,150,"(0.2, 1.2, 0.28)"
590,,44375,Dish 6 x 6 Inverted (Radar) with Hollow Studs,19,150,"(1.2, 1.2, 0.2)"
591,,55982,"Wheel 18 x 14 with Axle Hole, Fake Bolts and Shallow Spokes",7,148,"(0.42, 0.37, 0.42)"
592,,52031,Slope Curved 4 x 6 x 2/3 Triple Curved with 4 Studs,20,148,"(1.2011, 0.8006, 0.2)"
593,,73230,Brick 1 x 1 with Axle Hole,5,147,"(0.2, 0.2, 0.28)"
594,,85941,Cylinder Half 2 x 4 x 5 with 1 x 2 cutout,10,145,"(0.8, 0.4, 1.24)"
595,,3648,Technic Gear 24 Tooth [New Style with Single Axle Hole][Type 2],1,144,"(0.6479, 0.1925, 0.6479)"
596,,87618,Bar 5L with Handle (Friction Ram),3,144,"(0.11, 0.4, 1.04)"
597,,50254,"Train Wheel Small, hole notched for wheels holder pin",1,144,"(0.3573, 0.12, 0.3573)"
598,,3737,Technic Axle 10,2,144,"(2.0, 0.12, 0.12)"
599,,91405,Plate 16 x 16,12,144,"(3.2, 3.2, 0.12)"
600,,24482,Weapon Spear Tip with Fins,5,143,"(0.1915, 0.1915, 0.5537)"
601,,60032,"Window 1 x 2 x 2 Plane, Single Hole Top and Bottom for Glass",6,143,"(0.4, 0.2, 0.52)"
602,,32126,Technic Axle and Pin Connector Toggle Joint Smooth,4,143,"(0.19, 0.39, 0.18)"
603,,92099,Plate Special 4 x 6 with Trap Door Hinge [Long Pins],4,142,"(1.2, 0.8, 0.12)"
604,,3049,Slope 45┬░ 2 x 1 Double / Inverted with Bottom Tube,8,142,"(0.4, 0.3944, 0.2379)"
605,,98721,Weapon Batarang,4,141,"(0.7489, 0.15, 0.08)"
606,,88293,Brick Round Corner 3 x 3 x 2 Dome Top,17,141,"(0.6, 0.6, 0.52)"
607,,92738,Weapon Gun / Blaster Small (Star Wars),2,140,"(0.0858, 0.3784, 0.3341)"
608,,60603,Glass for Window 1 x 4 x 3 [Opening],3,140,"(0.74, 0.08, 0.6)"
609,,15397,Plate 3 x 3 Cross,5,140,"(0.6, 0.6, 0.12)"
610,,6254,Food Ice Cream Scoops,6,139,"(0.2279, 0.222, 0.322)"
611,,90540,"Bar 3L, with Handle, Stop Ring and Side Stops (Minifig Ski Pole)",6,139,"(0.12, 0.12, 0.6)"
612,,4349,"Equipment Weapon, Loudhailer / Blaster / Space Gun",3,139,"(0.1982, 0.44, 0.2991)"
613,,2655,"Wheel Holder, Plate, Round 2 x 2 Thin with Clips",1,139,"(0.4, 0.4, 0.22)"
614,,39793,Technic Connector Beam 3 x 3,6,138,"(0.6, 0.58, 0.2)"
615,,3675,Slope 33┬░ 3 x 3 Double Convex,8,138,"(0.6, 0.6, 0.28)"
616,,3676,Slope Inverted 45┬░ 2 x 2 Double Convex,12,138,"(0.4, 0.4, 0.28)"
617,,43713,Wedge Curved Inverted 6 x 4,12,138,"(0.8, 1.2, 0.28)"
618,,64727,Weapon Spike Flexible 3.5L,8,136,"(0.09, 0.2, 0.6865)"
619,,6259,Cylinder Half 2 x 4 x 4,7,136,"(0.8, 0.4003, 1.0)"
620,,61254,Tyre Offset Tread with Center Band 23 x 7,1,135,"(0.5918, 0.18, 0.5919)"
621,,21445,"Plate Special 1 x 2 with Wheel Holder, Single Slit",2,135,"(0.4, 0.34, 0.1399)"
622,,15092,Plate 2 x 2 with 2 Pins,1,135,"(0.4, 0.4, 0.32)"
623,,50861,Tyre 21 x 6 City Motorcycle,1,134,"(0.53, 0.15, 0.5323)"
624,,62113,Bar 1 x 4 x 3 [End Tabs],5,134,"(0.74, 0.08, 0.6)"
625,,91501,Panel 2 x 2 x 1 Corner,3,134,"(0.4, 0.4, 0.24)"
626,,43710,Wedge Sloped 4 x 2 Triple Left,15,133,"(0.4, 0.8, 0.28)"
627,,19807a,Weapon Throwing Star / Shuriken with Smooth Grips,2,133,"(0.0, 0.0, 0.0)"
628,,92409,Tyre 17.5 x 6 with Shallow Staggered Treads,1,133,"(0.4392, 0.16, 0.4392)"
629,,50862,Wheel 15 x 6 City Motorcycle,8,132,"(0.36, 0.28, 0.36)"
630,,30586,Plate Special 2 x 8 with Door Rail,6,132,"(1.6, 0.42, 0.12)"
631,,18946,Technic Gear 16 Tooth with Clutch on Both Sides,1,131,"(0.4358, 0.2, 0.4358)"
632,,32555,Technic Brick 5 x 5 Right Angle (1 x 4 – 1 x 4),3,131,"(1.0, 1.0, 0.28)"
633,,38585,Brick Special Arch 2 x 2 Corner,2,130,"(0.3, 0.3, 0.28)"
634,,4218,Garage Roller Door Section without Handle,6,130,"(1.7, 0.1, 0.278)"
635,,16770,"Creature Body Part, Barb Large (Claw, Talon) with Clip",8,130,"(0.1044, 0.613, 0.2964)"
636,,23948,Technic Axle 11,2,130,"(2.2, 0.12, 0.12)"
637,,93555,Sports Ice Skate,2,130,"(0.1475, 0.3909, 0.12)"
638,,44568,Hinge Plate 1 x 4 Locking Dual 1 Finger,2,129,"(0.8, 0.3535, 0.1338)"
639,,30504,Wedge Plate 8 x 8 Cut Corner,9,129,"(1.6, 1.6, 0.12)"
640,,61903,Technic Universal Joint 3L [Complete Assembly],1,129,"(0.0, 0.0, 0.0)"
641,,43892,"Animal Body Part / Plant, Tail  / Trunk / Tentacle / Tongue / Vine / Tree Branch",7,128,"(0.1645, 0.54, 0.7833)"
642,,35459,Tile Special 1 x 3 Inverted with Center Hole,11,128,"(0.6, 0.2, 0.12)"
643,,98397,Handlebars with Angular Handles,4,128,"(0.6, 0.298, 0.2566)"
644,,24119,Technic Panel Curved 7 x 3 with 2 Pin Holes through Panel Surface,10,127,"(0.39, 1.4, 0.5907)"
645,,32072,Technic Knob Wheel,3,127,"(0.6, 0.2, 0.6)"
646,,65509,Plate Special 2 x 4 with Groove and Two Center Studs (Jumper),7,126,"(0.8, 0.4, 0.12)"
647,,60608,Window 1 x 2 x 3 Pane with Thick Corner Tabs,5,126,"(0.08, 0.36, 0.62)"
648,,4595,Brick Special 1 x 2 x 2/3 with Studs on Sides,4,124,"(0.28, 0.6, 0.22)"
649,,3685,Slope 75┬░ 2 x 2 x 3 Double Convex,8,124,"(0.4, 0.4, 0.76)"
650,,32932,Fence 1 x 4 x 2 Ornamental Asian Lattice with 4 Studs,4,124,"(0.8, 0.2, 0.52)"
651,,60169,Chain 16L,8,124,"(0.0, 0.0, 0.0)"
652,,24116,Technic Panel Curved and Bent 6 x 3,10,123,"(0.6, 0.98, 0.78)"
653,,2853,Technic Engine Crankshaft,2,123,"(0.28, 0.4014, 0.18)"
654,,45677,Slope Curved 4 x 4 x 2/3 Triple Curved with 2 Studs,17,123,"(0.8, 0.8, 0.2)"
655,,49731,Technic Pin without Friction Ridges Lengthwise and Foil Connector,1,123,"(0.3, 0.2, 0.2)"
656,,58247,Weapon Gun / Blaster Short (Star Wars),4,123,"(0.0802, 0.6034, 0.3415)"
657,,27256,"Wave / Lightning Angular, Single",7,122,"(0.1967, 0.12, 0.87)"
658,,56890,Tyre 24 x 12 R Balloon,1,122,"(0.5998, 0.3, 0.5968)"
659,,27393,Wave / Power Blast Rounded Energy with Bar Handle,8,122,"(0.0, 0.0, 0.0)"
660,,19119,"Plant, Flower Stem with Bar and 6 Stems",3,121,"(0.5163, 0.5444, 0.4285)"
661,,60219,Slope Inverted 45┬░ 6 x 4 Double with 4 x 4 Cutout and 3 Holes,8,121,"(0.8, 1.2, 0.28)"
662,,2739,Technic Link 1 x 6 without Stoppers,2,121,"(0.2, 1.2, 0.12)"
663,,72454,Slope Inverted 45┬░ 4 x 4 Double,8,120,"(0.8, 0.8, 0.28)"
664,,60583,"Brick Special 1 x 1 x 3 with 2 Clips Vertical [Solid Stud, Thick U Clips]",6,120,"(0.2, 0.3403, 0.76)"
665,,14413,Wedge 4 x 4 Facet,4,120,"(0.8, 0.8, 0.28)"
666,,18948,Technic Driving Ring Connector,1,120,"(0.1753, 0.6, 0.1753)"
667,,30089,Equipment Camera Handheld with Right-Aligned Viewfinder,3,119,"(0.38, 0.1695, 0.22)"
668,,33085,"Plant, Banana",8,118,"(0.3764, 0.4686, 0.1334)"
669,,30150,Box / Crate with Handholds,7,117,"(0.6, 0.8, 0.44)"
670,,6020,Bar 7 x 3 with Double Clips (Ladder),7,117,"(0.6, 1.48, 0.16)"
671,,3027,Plate 6 x 16,10,117,"(3.2, 1.2, 0.12)"
672,,60212,"Wheel Arch, Mudguard 2 x 4 Studded",8,117,"(0.8, 0.4, 0.2)"
673,,6187,Bar 1 x 4 x 2,8,116,"(0.8, 0.2, 0.48)"
674,,41669,Technic Tooth 1 x 3 with Axle Hole [Rounded Underside],12,116,"(0.18, 0.57, 0.2054)"
675,,32802,Slope Inverted 45┬░ 4 x 1 Double with 1 x 2 Cutout,5,115,"(0.2, 0.8, 0.28)"
676,,93594,Wheel 11 x 6 with Smooth Hubcap,1,114,"(0.28, 0.16, 0.28)"
677,,3046,Slope 45┬░ 2 x 2 Double Concave,4,113,"(0.4, 0.4, 0.28)"
678,,98139,Weapon Sai,3,113,"(0.2779, 0.08, 0.5956)"
679,,30340,Equipment Flotation Ring [Life Preserver],8,113,"(0.48, 0.51, 0.12)"
680,,2599,Minifig Footwear Flipper [Thick],6,113,"(0.2584, 0.52, 0.06)"
681,,95347,"Support 2 x 2 x 10 Girder Triangular Vertical – Type 4 – 3 Posts, 3 Sections",8,113,"(0.4, 0.4, 2.44)"
682,,3044,Slope 45┬░ 2 x 1 Double without Bottom Pin,4,112,"(0.2, 0.4, 0.2379)"
683,,2569,Antenna Whip 8H,6,110,"(0.16, 0.16, 1.92)"
684,,43711,Wedge Sloped 4 x 2 Triple Right,14,110,"(0.4, 0.8, 0.28)"
685,,27928,"Plate Special 2 x 2 Wedge, Center Stud, 1 x 1/2 Raised Tab",2,110,"(0.3977, 0.4, 0.1603)"
686,,37776,Equipment Lantern,5,110,"(0.28, 0.28, 0.5)"
687,,18854,Headwear Accessory Glasses with Pin,2,109,"(0.2825, 0.1204, 0.1031)"
688,,99784,Bar 1 x 12 with 1 x 2 Plate End with Hollow Studs and 1 x 1 Round Plate End,4,108,"(0.2, 2.4, 0.12)"
689,,30505,Wedge 3 x 3 Cut Corner,3,108,"(0.6, 0.6, 0.28)"
690,,60208,Wheel 31 x 15 Technic,7,108,"(0.76, 0.38, 0.76)"
691,,87989,Equipment Medical Syringe with 2 Holes,3,108,"(0.13, 0.13, 0.47)"
692,,4735,Bar 1 x 3 [Clip / Anti-Stud],2,108,"(0.16, 0.52, 0.2)"
693,,64867,Wedge 4 x 4 Fractured Polygon Top,6,107,"(0.8, 0.8, 0.28)"
694,,2825,Technic Beam 1 x 4 Thin with Stud Connector,3,107,"(0.18, 0.78, 0.2)"
695,,24122,Large Figure Weapon Lightsaber Hilt with Axle Hole and Two Bar Holders,4,107,"(0.4, 0.2, 0.1745)"
696,,4445,Slope 45┬░ 2 x 8,6,107,"(1.6, 0.4, 0.28)"
697,,30046,Window 1 x 2 x 2 2/3 Pane Lattice Diamond with Rounded Top,2,106,"(0.335, 0.04, 0.5275)"
698,,58090,Tyre 30.4 x 14 VR Solid,1,106,"(0.76, 0.34, 0.76)"
699,,48170,"Technic Brick Special 2 x 2 with Pin Hole, Rotation Joint Ball Half [Horizontal Top]",3,106,"(0.7662, 0.4, 0.3405)"
700,,38014,Equipment Cup / Teacup,1,106,"(0.225, 0.3125, 0.16)"
701,,2489,Barrel 2 x 2 x 2,6,106,"(0.4, 0.4, 0.44)"
702,,27448,Turntable 2 x 2 Female,2,106,"(0.4, 0.4, 0.12)"
703,,48208,Wedge Plate 6 x 4 Left,9,106,"(0.78, 1.2, 0.12)"
704,,30355,Wedge Plate 6 x 12 Left,9,106,"(1.2, 2.4, 0.12)"
705,,50943,Engine / Air Scoop 2 x 2,5,105,"(0.4, 0.4, 0.3206)"
706,,92692,Plate Special 1 x 2 with Angled Handles on Side,4,105,"(0.5792, 0.56, 0.1298)"
707,,48205,Wedge Plate 6 x 4 Right,9,105,"(0.78, 1.2, 0.12)"
708,,6233,Cone 3 x 3 x 2,11,105,"(0.6, 0.6, 0.52)"
709,,60623,Door 1 x 4 x 6 with 4 Panes and Stud Handle,13,105,"(0.71, 0.14, 1.34)"
710,,41854,Mudguard 2 x 4 with 2 x 2 Studs and Flared Wings,11,105,"(0.8, 0.4025, 0.2398)"
711,,66956,Slope Curved 2 x 2 with Stud Notches,10,104,"(0.4, 0.3977, 0.1598)"
712,,30356,Wedge Plate 6 x 12 Right,9,104,"(1.2, 2.4, 0.1225)"
713,,60607,Window 1 x 2 x 3 Pane Latticed with Thick Corner Tabs,4,104,"(0.075, 0.3525, 0.62)"
714,,2850,Technic Engine Cylinder with Side Slots,1,104,"(0.6, 0.4, 0.52)"
715,,32324,Technic Brick 4 x 4 Open Center,2,104,"(0.8, 0.8, 0.2806)"
716,,65803,Brick Special 16 x 16 x 1 1/3 with Pinholes,2,104,"(3.2, 3.2, 0.36)"
717,,4863,Window 1 x 4 x 2 Plane,7,103,"(0.8, 0.2, 0.52)"
718,,42446,Minifig Neckwear Bracket [One Stud],6,103,"(0.201, 0.27, 0.27)"
719,,47847,Rock Panel 2 x 4 x 6,8,103,"(0.8, 0.4, 1.48)"
720,,64570,Bracket 2 x 6 – 1 x 6 Inverted,7,103,"(1.2, 0.48, 0.2)"
721,,11291,Wedge Curved 3 x 4 x 2/3 Cutout,9,102,"(0.8, 0.5866, 0.1609)"
722,,53119,Plate Round 1 x 1 Swirled Top / Poo,2,102,"(0.2, 0.2, 0.1999)"
723,,32557,Technic Pin Connector Perpendicular Long,2,102,"(0.38, 0.2, 0.58)"
724,,4528,Equipment Frying Pan,4,102,"(0.3, 0.45, 0.1208)"
725,,2926,Plate Special 1 x 4 with Wheels Holder,2,102,"(1.08, 0.2, 0.1399)"
726,,49311,Brick 1 x 4 x 3,8,102,"(0.8, 0.2, 0.76)"
727,,33172,"Plant, Carrot",4,102,"(0.1594, 0.1612, 0.4799)"
728,,74261,"Large Figure Skeletal, Joint Extender [High Friction]",1,101,"(0.4, 0.3985, 0.2625)"
729,,32250,Technic Beam 3 x 5 L-Shape with Quarter Ellipse Thin,7,101,"(0.58, 0.98, 0.1)"
730,,89201,"Tyre 24 x 14 Shallow Tread (Tread Small Hub), Band Around Center of Tread",1,101,"(0.5982, 0.35, 0.5982)"
731,,3940b,Support 2 x 2 x 2 Stand with Reinforced Underside,3,101,"(0.0, 0.0, 0.0)"
732,,4533,Cupboard 2 x 3 x 2 Door,4,100,"(0.0817, 0.52, 0.38)"
733,,2852,Technic Engine Connecting Rod,1,100,"(0.2, 0.18, 0.58)"
734,,43056,Hinge Plate 2 x 4 with Pin Hole with 2 Holes – Bottom,4,100,"(0.4, 0.9, 0.2406)"
735,,36017,Weapon Sword Hilt with Dragon Head,3,99,"(0.15, 0.2071, 0.5867)"
736,,4536,Cupboard 2 x 3 Drawer,5,98,"(0.52, 0.4, 0.18)"
737,,57697,Hinge Cylinder 1 x 3 Locking with 1 Finger and Technic Friction Pin,1,98,"(0.18, 0.5535, 0.18)"
738,,57585,Technic Axle Connector Hub with 3 Axles at 120┬░,1,98,"(0.5774, 0.5008, 0.2)"
739,,6222,Brick Round 4 x 4 with 4 Side Pin Holes and Center Axle Hole,5,98,"(0.8, 0.8, 0.28)"
740,,62361,"Wheel Arch, Mudguard, 1 1/2 x 6 x 1 [Arch Extended]",14,98,"(0.298, 1.2, 0.28)"
741,,32249,Technic Beam 3 x 3 L-Shape with Quarter Ellipse Thin,5,97,"(0.58, 0.58, 0.1)"
742,,65098,Technic Pin Double with Axle Hole,2,97,"(0.6, 0.18, 0.38)"
743,,2851,Technic Engine Piston Round,1,97,"(0.24, 0.24, 0.2407)"
744,,13349,Wedge Sloped Inverted 4 x 4 Triple [4 Connections between Front Studs],7,97,"(0.8, 0.8, 0.28)"
745,,54662,"Hinge Cylinder 1 x 3 Locking with 1 Finger and 2 Fingers On Ends, with Hole",3,97,"(0.0, 0.0, 0.0)"
746,,11954,Technic Panel Curved 11 x 3 with 10 Pin Holes through Panel Surface,7,96,"(0.4, 2.2, 0.59)"
747,,24593,Cylinder Half 2 x 4 x 2 with 1 x 2 Cutout,9,96,"(0.8, 0.4, 0.52)"
748,,63082,"Plate Special 2 x 2 with Towball Socket, Short, Flattened with Holes and Axle Hole in Center",2,95,"(0.4, 0.58, 0.2)"
749,,61072,Plate Special 1 x 4 with Angled Tubes,3,95,"(0.937, 0.2, 0.2948)"
750,,93604,Slope Curved 3 x 4 x 2/3 Triple Curved with 2 Sunk Studs,16,95,"(0.8001, 0.6, 0.16)"
751,,87617,Cylinder 1 x 5 1/2 with Handle (Friction Cylinder),4,95,"(0.1996, 0.3998, 1.08)"
752,,42918,Slope Curved 8 x 2 No Studs,8,95,"(0.4, 1.6, 0.24)"
753,,47759,Wedge Sloped 45┬░ 2 x 4 Triple,8,94,"(0.8, 0.4, 0.28)"
754,,47755,"Wheel Arch, Wedge 4 x 3 Open with Cutout and Four Studs",12,94,"(0.6, 0.8025, 0.3174)"
755,,4739,Treasure Chest Lid [Thick Hinge],7,94,"(0.8, 0.4, 0.29)"
756,,93593,Wheel 11 x 6 with 8 Spokes,4,94,"(0.28, 0.16, 0.28)"
757,,27965,"Zipline, 22L with 2 Connectors – Flexible",6,93,"(4.32, 0.12, 0.0821)"
758,,54671,"Hinge Brick 1 x 2 Locking with 2 Fingers Vertical End, 9 Teeth",3,93,"(0.56, 0.2, 0.28)"
759,,41948,Plate 8 x 8 with Half Circle,14,93,"(1.6, 1.6, 0.12)"
760,,66909,Weapon Hilt Symmetric,4,92,"(0.12, 0.12, 0.48)"
761,,32065,Technic Beam 1 x 7 Thin,6,92,"(0.18, 1.38, 0.1)"
762,,6190,"Bar 1 x 3 (Radio Handle, Phone Handset)",5,91,"(0.5601, 0.16, 0.1615)"
763,,x346,Technic Tooth 1 x 3 with Axle Hole [Hollow Underside],9,91,"(0.0, 0.0, 0.0)"
764,,41748,Wedge Curved 6 x 2 Left,14,90,"(0.4, 1.2, 0.28)"
765,,95188,Brick Round Corner 6 x 6 with 33┬░ Slope and Facet Cutout,11,90,"(1.2, 1.2, 0.28)"
766,,18974,"Wheel Arch, Mudguard 4 x 2 1/2 x 2 1/3",10,90,"(0.8, 0.4979, 0.6)"
767,,41747,Wedge Curved 6 x 2 Right,14,90,"(0.4, 1.2, 0.28)"
768,,47753,Wedge Curved 4 x 4 No Top Studs,11,90,"(0.7997, 0.8, 0.2399)"
769,,65617,Brick Round Corner 3 x 3 x 1 with Bottom Cut Outs [No Studs] [1/4 Arch],9,89,"(0.5999, 0.5999, 0.24)"
770,,3837,Equipment Shovel [Round Stem End],4,89,"(0.24, 0.1457, 0.92)"
771,,40378,"Animal Body Part / Plant, Tail / Neck / Branch / Trunk, Middle Section with Pin",11,89,"(0.2, 1.4566, 0.5166)"
772,,3956,Bracket 2 x 2 – 2 x 2,2,89,"(0.4, 0.52, 0.48)"
773,,64448,Support 1 x 6 x 5 Girder Rectangular,7,89,"(1.2, 0.2, 1.2401)"
774,,6239,Tail Shuttle,15,88,"(0.4, 1.1984, 0.88)"
775,,49283,Wire Clip with Axle Hole,8,88,"(0.18, 0.2, 0.38)"
776,,6249,Brick Special 2 x 4 with Pins,2,88,"(1.2, 0.4, 0.28)"
777,,4738a,Treasure Chest Bottom with Rear Slots,6,88,"(1.04, 0.4, 0.34)"
778,,87408,Technic Pin Connector Toggle Joint Smooth Double with Axle and Pin Holes,1,87,"(0.18, 0.6, 0.5902)"
779,,55976,Tyre 56 x 26 Balloon,1,87,"(1.42, 0.64, 1.42)"
780,,87407,Technic Gear 20 Tooth Bevel with Pin Hole,1,87,"(0.52, 0.2, 0.52)"
781,,38583,Brick Special Arch 1 x 2 Jumper,3,87,"(0.4, 0.2, 0.28)"
782,,30385,Rock 1 x 1 Crystal 5 Point,9,86,"(0.2382, 0.2818, 0.406)"
783,,95228,Equipment Bottle,3,86,"(0.2, 0.2, 0.52)"
784,,15279,"Plant, Grass Stem with Bar Hole [3.2mm]",5,85,"(0.16, 0.3403, 0.6391)"
785,,95199,Weapon Gun / Pistol Two Barrel,3,85,"(0.1155, 0.436, 0.4296)"
786,,18759,Slope Inverted 45┬░ 3 x 1 Double with 2 Blocked Open Studs,5,85,"(0.2, 0.6, 0.28)"
787,,6183,Brick Arch 1 x 6 x 2 Curved Top,9,85,"(1.2, 0.2026, 0.52)"
788,,2815,Technic Wedge Belt Wheel Tire,3,84,"(0.76, 0.08, 0.76)"
789,,3852b,Equipment Hairbrush Short Handle [10mm],3,84,"(0.1025, 0.199, 0.6241)"
790,,4176,Windscreen 2 x 6 x 2,4,84,"(1.2, 0.4, 0.52)"
791,,3464,Wheel Centre Small with Stub Axles (Pulley Wheel),2,83,"(0.24, 0.2, 0.2)"
792,,44126,Brick Curved 6 x 2,6,83,"(0.4, 1.2, 0.28)"
793,,18920,Equipment Scissors,1,83,"(0.2615, 0.0989, 0.4696)"
794,,44674,Mudguard 2 x 4 with Molded Headlights,14,82,"(0.7999, 0.497, 0.2375)"
795,,30151b,Brick Round 2 x 2 x 1 2/3 Dome Top [Blocked Open Stud],3,82,"(0.4, 0.4, 0.44)"
796,,87080,"Technic Panel Fairing # 1 Small Smooth Short, Side A",13,82,"(0.39, 0.9604, 0.59)"
797,,32017,Technic Beam 1 x 5 Thin,4,82,"(0.18, 0.98, 0.1)"
798,,56891,Tyre 37 x 18 R Balloon,1,82,"(0.9179, 0.45, 0.918)"
799,,19121,Fence Ornamented 1 x 4 x 2 with 4 Studs,7,81,"(0.8, 0.2, 0.52)"
800,,3823,Windscreen 2 x 4 x 2,3,81,"(0.8, 0.4, 0.52)"
801,,6583,Plate Special 1 x 6 with Train Wagon End Fence,5,81,"(1.2, 0.3, 0.48)"
802,,3822,Door 1 x 3 x 1 Left,10,81,"(0.2513, 0.6, 0.28)"
803,,88704,Equipment Whip – Bent,4,81,"(0.3903, 0.08, 0.9539)"
804,,3456,Plate 6 x 14,6,81,"(2.8, 1.2, 0.12)"
805,,44225,Technic Rotation Joint Disk with Pin and 3L Beam Thick,1,80,"(0.6, 1.19, 0.2)"
806,,36451a,Infinity Stone,6,80,"(0.1199, 0.1599, 0.125)"
807,,55236,"Plant / Creature Body Part, Vine / Tail / Tentacle / Bionicle Spine, Spiky",3,80,"(0.9671, 0.1, 0.4102)"
808,,33492,Cone 1 1/2 x 1 1/2 x 2/3,3,80,"(0.2732, 0.2732, 0.2)"
809,,50949,"Grille with 1 x 2 Plate, Racers Car",4,80,"(0.8, 0.4024, 0.2)"
810,,3821,Door 1 x 3 x 1 Right,10,79,"(0.2513, 0.6, 0.28)"
811,,33051,"Plant, Apple",4,79,"(0.3715, 0.258, 0.4254)"
812,,85543,Rubber Belt Small [15mm ID] [Round Cross Section],1,79,"(0.4167, 0.0417, 0.4167)"
813,,43712,Wedge Curved 6 x 4 Triple,12,79,"(0.8, 1.2, 0.28)"
814,,18945,Technic Panel 5 x 11 x 1 Tapered,11,78,"(2.2, 0.99, 0.2)"
815,,92585,Tool Crowbar,4,78,"(0.0805, 0.1946, 0.7961)"
816,,12885,Equipment Paint Roller Brush Handle Edge On Handle,2,78,"(0.3921, 0.14, 0.52)"
817,,15413,Tyre 49.53 x 20,1,78,"(1.2362, 0.505, 1.2342)"
818,,87421,Panel 3 x 3 x 6 Corner Wall without Bottom Indentations,8,78,"(0.6, 0.6, 1.44)"
819,,24599,Brick Round Corner 5 x 5 x 1 with Bottom Cut Outs [No Studs] [1/4 Arch],12,78,"(0.9999, 0.9999, 0.24)"
820,,44224,Technic Rotation Joint Disk with Pin Hole and 3L Beam Thick,1,78,"(0.6, 1.19, 0.2)"
821,,3228,"Vehicle Track, Train, Plain Rail Straight (no slots, no notches on end)",2,77,"(3.2, 0.2, 0.1593)"
822,,4522,Tool Hammer / Mallet Large,1,77,"(0.0803, 0.2387, 0.6)"
823,,21229,Fence Spindled 4 x 4 x 2 Quarter Round with 3 Studs,10,77,"(0.7997, 0.7997, 0.52)"
824,,30395,Hook with Towball,1,77,"(0.2329, 0.16, 0.6)"
825,,3185,Fence 1 x 4 x 2,4,76,"(0.8, 0.2, 0.48)"
826,,23405,Panel 1 x 6 x 5 [Vertical Corrugated],11,76,"(1.2, 0.2, 1.24)"
827,,14181,Wedge Plate 4 x 9 with Stud Notches,7,76,"(0.8, 1.8006, 0.12)"
828,,2415,"Wheel Holder 2 x 2 Thin with Clips, Plane Single",1,76,"(0.4, 0.46, 0.3)"
829,,50337,Hinge Plate 3 x 4 Locking Dual 2 Finger,4,76,"(0.0, 0.0, 0.0)"
830,,15362,Large Figure Limb Cover / Claw / Spike Large with Axle Hole,11,75,"(0.3857, 1.2837, 0.3826)"
831,,87086,"Technic Panel Fairing # 2 Small Smooth Short, Side B",13,75,"(0.39, 0.9604, 0.59)"
832,,32187,Technic Driving Ring Extension,3,75,"(0.3434, 0.29, 0.34)"
